TransactionID,CustomerID,TransactionDate,Item,Quantity,Price
T00043,C0305,2023-03-23 14:39:00,Bagel,1,3.2
T00044,C0141,2023-04-23 02:45:00,Donat,3,2.62
T00044,C0141,2023-04-23 02:45:00,Muffin,1,1.78
T00044,C0141,2023-04-23 02:45:00,Bagel,3,2.31
T00045,C0079,2023-06-30 06:04:00,Roti Sobek,2,1.72
T00045,C0079,2023-06-30 06:04:00,Bagel,3,2.86
T00045,C0079,2023-06-30 06:04:00,Pie Buah,1,4.81
T00045,C0079,2023-06-30 06:04:00,Donat,3,4.5
T00046,C0195,2023-05-03 00:22:00,Roti Sobek,2,3.21
T00046,C0195,2023-05-03 00:22:00,Cupcake,1,3.03
T00046,C0195,2023-05-03 00:22:00,Donat,3,2.86
T00047,C0348,2023-04-14 23:10:00,Croissant,3,3.57
T00047,C0348,2023-04-14 23:10:00,Brownies,3,1.59
T00047,C0348,2023-04-14 23:10:00,Roti Tawar,2,3.0
T00047,C0348,2023-04-14 23:10:00,Donat,2,2.14
T00048,C0195,2023-03-25 06:29:00,Bagel,2,4.13
T00048,C0195,2023-03-25 06:29:00,Roti Sobek,1,2.38
T00048,C0195,2023-03-25 06:29:00,Muffin,3,3.15
T00049,C0277,2023-01-14 11:14:00,Roti Tawar,1,4.14
T00050,C0103,2023-01-06 19:09:00,Croissant,3,3.84
T00050,C0103,2023-01-06 19:09:00,Pie Buah,2,4.82
T00051,C0359,2023-03-07 11:10:00,Cupcake,2,3.53
T00051,C0359,2023-03-07 11:10:00,Roti Gandum,2,3.52
T00051,C0359,2023-03-07 11:10:00,Croissant,3,2.89
T00051,C0359,2023-03-07 11:10:00,Pie Buah,3,2.19
T00051,C0359,2023-03-07 11:10:00,Roti Tawar,3,3.92
T00052,C0125,2023-01-27 22:49:00,Cupcake,2,2.72
T00052,C0125,2023-01-27 22:49:00,Roti Gandum,1,3.82
T00052,C0125,2023-01-27 22:49:00,Roti Tawar,2,3.27
T00053,C0007,2023-04-18 15:06:00,Bagel,3,2.12
T00053,C0007,2023-04-18 15:06:00,Pie Buah,2,4.88
T00053,C0007,2023-04-18 15:06:00,Croissant,3,3.66
T00053,C0007,2023-04-18 15:06:00,Donat,2,4.21
T00054,C0224,2023-06-01 08:20:00,Roti Gandum,1,4.59
T00054,C0224,2023-06-01 08:20:00,Muffin,3,4.13
T00055,C0313,2023-06-21 12:21:00,Pie Buah,1,4.48
T00056,C0250,2023-02-24 11:51:00,Bagel,3,3.45
T00056,C0250,2023-02-24 11:51:00,Muffin,1,4.82
T00056,C0250,2023-02-24 11:51:00,Brownies,2,2.34
T00057,C0251,2023-05-23 07:44:00,Pie Buah,2,2.53
T00057,C0251,2023-05-23 07:44:00,Cupcake,2,3.92
T00057,C0251,2023-05-23 07:44:00,Roti Tawar,2,3.82
T00057,C0251,2023-05-23 07:44:00,Brownies,3,3.16
T00058,C0177,2023-04-19 23:35:00,Bagel,1,2.57
T00058,C0177,2023-04-19 23:35:00,Pie Buah,1,1.92
T00058,C0177,2023-04-19 23:35:00,Muffin,3,2.6
T00059,C0275,2023-06-26 05:12:00,Pie Buah,3,4.04
T00059,C0275,2023-06-26 05:12:00,Muffin,1,3.59
T00060,C0427,2023-02-19 09:14:00,Croissant,1,3.98
T00060,C0427,2023-02-19 09:14:00,Muffin,1,2.46
T00060,C0427,2023-02-19 09:14:00,Roti Tawar,3,3.44
T00061,C0484,2023-02-02 20:55:00,Roti Gandum,2,3.18
T00061,C0484,2023-02-02 20:55:00,Roti Tawar,1,2.15
T00061,C0484,2023-02-02 20:55:00,Muffin,2,2.38
T00061,C0484,2023-02-02 20:55:00,Donat,1,1.9
T00062,C0206,2023-05-06 02:36:00,Croissant,3,2.02
T00063,C0486,2023-03-19 02:15:00,Brownies,3,4.18
T00064,C0306,2023-06-08 07:49:00,Roti Sobek,2,4.97
T00064,C0306,2023-06-08 07:49:00,Pie Buah,1,3.49
T00064,C0306,2023-06-08 07:49:00,Brownies,3,3.63
T00064,C0306,2023-06-08 07:49:00,Croissant,1,1.85
T00064,C0306,2023-06-08 07:49:00,Muffin,2,3.69
T00065,C0339,2023-01-21 05:15:00,Brownies,2,2.05
T00065,C0339,2023-01-21 05:15:00,Roti Gandum,3,3.08
T00066,C0241,2023-03-16 01:14:00,Muffin,2,3.91
T00066,C0241,2023-03-16 01:14:00,Pie Buah,3,4.26
T00066,C0241,2023-03-16 01:14:00,Roti Gandum,1,3.56
T00067,C0218,2023-01-30 17:14:00,Muffin,1,1.75
T00067,C0218,2023-01-30 17:14:00,Croissant,3,4.27
T00068,C0384,2023-05-26 09:28:00,Pie Buah,3,3.91
T00069,C0207,2023-03-11 16:34:00,Pie Buah,3,4.07
T00069,C0207,2023-03-11 16:34:00,Roti Gandum,1,2.38
T00069,C0207,2023-03-11 16:34:00,Roti Tawar,3,2.3
T00069,C0207,2023-03-11 16:34:00,Donat,3,4.43
T00070,C0301,2023-01-06 21:52:00,Cupcake,3,3.15
T00070,C0301,2023-01-06 21:52:00,Roti Tawar,2,3.05
T00070,C0301,2023-01-06 21:52:00,Croissant,3,2.14
T00071,C0224,2023-06-12 15:05:00,Bagel,1,3.85
T00071,C0224,2023-06-12 15:05:00,Roti Sobek,3,2.65
T00071,C0224,2023-06-12 15:05:00,Cupcake,3,3.23
T00071,C0224,2023-06-12 15:05:00,Croissant,3,4.81
T00072,C0019,2023-04-27 02:20:00,Bagel,1,4.53
T00072,C0019,2023-04-27 02:20:00,Roti Gandum,3,3.8
T00072,C0019,2023-04-27 02:20:00,Roti Sobek,1,3.12
T00073,C0097,2023-05-13 11:39:00,Pie Buah,2,3.42
T00073,C0097,2023-05-13 11:39:00,Roti Tawar,3,3.03
T00073,C0097,2023-05-13 11:39:00,Donat,1,3.2
T00073,C0097,2023-05-13 11:39:00,Croissant,3,4.91
T00074,C0410,2023-03-03 22:10:00,Brownies,1,1.83
T00074,C0410,2023-03-03 22:10:00,Roti Tawar,1,3.12
T00074,C0410,2023-03-03 22:10:00,Roti Sobek,1,3.77
T00075,C0256,2023-03-16 16:45:00,Roti Sobek,3,2.35
T00075,C0256,2023-03-16 16:45:00,Pie Buah,1,2.01
T00075,C0256,2023-03-16 16:45:00,Brownies,3,4.73
T00076,C0383,2023-02-04 02:17:00,Bagel,3,1.51
T00076,C0383,2023-02-04 02:17:00,Brownies,3,2.54
T00076,C0383,2023-02-04 02:17:00,Muffin,3,3.53
T00076,C0383,2023-02-04 02:17:00,Roti Sobek,1,3.21
T00077,C0229,2023-05-18 15:22:00,Brownies,2,3.09
T00077,C0229,2023-05-18 15:22:00,Cupcake,3,4.54
T00077,C0229,2023-05-18 15:22:00,Roti Sobek,2,2.34
T00078,C0120,2023-04-16 01:20:00,Roti Sobek,1,4.88
T00078,C0120,2023-04-16 01:20:00,Cupcake,3,3.26
T00078,C0120,2023-04-16 01:20:00,Croissant,1,2.66
T00078,C0120,2023-04-16 01:20:00,Donat,2,4.56
T00079,C0052,2023-05-15 14:00:00,Roti Sobek,2,1.76
T00079,C0052,2023-05-15 14:00:00,Croissant,3,2.68
T00080,C0204,2023-06-16 02:54:00,Brownies,2,3.69
T00080,C0204,2023-06-16 02:54:00,Roti Sobek,1,4.55
T00080,C0204,2023-06-16 02:54:00,Bagel,1,3.66
T00081,C0324,2023-06-25 09:14:00,Roti Sobek,3,4.92
T00082,C0361,2023-01-26 14:10:00,Roti Tawar,2,4.29
T00082,C0361,2023-01-26 14:10:00,Cupcake,2,2.75
T00082,C0361,2023-01-26 14:10:00,Bagel,3,2.01
T00083,C0211,2023-05-25 21:50:00,Croissant,2,1.78
T00083,C0211,2023-05-25 21:50:00,Cupcake,1,3.67
T00084,C0255,2023-05-30 04:14:00,Muffin,2,1.53
T00084,C0255,2023-05-30 04:14:00,Pie Buah,3,4.65
T00084,C0255,2023-05-30 04:14:00,Cupcake,1,3.41
T00084,C0255,2023-05-30 04:14:00,Bagel,2,3.05
T00085,C0301,2023-03-18 20:27:00,Pie Buah,2,5.0
T00085,C0301,2023-03-18 20:27:00,Muffin,2,1.87
T00085,C0301,2023-03-18 20:27:00,Donat,3,3.5
T00086,C0152,2023-06-29 09:01:00,Muffin,2,4.11
T00086,C0152,2023-06-29 09:01:00,Roti Tawar,1,4.22
T00086,C0152,2023-06-29 09:01:00,Brownies,2,3.62
T00086,C0152,2023-06-29 09:01:00,Cupcake,1,2.27
T00087,C0318,2023-03-06 21:48:00,Roti Gandum,2,2.58
T00087,C0318,2023-03-06 21:48:00,Roti Tawar,2,1.62
T00088,C0375,2023-02-03 02:58:00,Bagel,3,2.2
T00088,C0375,2023-02-03 02:58:00,Roti Sobek,2,4.57
T00088,C0375,2023-02-03 02:58:00,Croissant,2,3.36
T00089,C0426,2023-02-12 08:58:00,Muffin,1,4.87
T00089,C0426,2023-02-12 08:58:00,Bagel,1,4.14
T00089,C0426,2023-02-12 08:58:00,Roti Gandum,3,4.51
T00089,C0426,2023-02-12 08:58:00,Donat,2,3.86
T00090,C0496,2023-05-23 11:05:00,Roti Tawar,3,2.79
T00090,C0496,2023-05-23 11:05:00,Muffin,3,3.85
T00090,C0496,2023-05-23 11:05:00,Roti Gandum,3,2.83
T00090,C0496,2023-05-23 11:05:00,Donat,1,4.79
T00091,C0346,2023-03-01 15:01:00,Brownies,2,3.72
T00091,C0346,2023-03-01 15:01:00,Bagel,2,4.68
T00091,C0346,2023-03-01 15:01:00,Donat,1,3.77
T00091,C0346,2023-03-01 15:01:00,Cupcake,1,1.99
T00091,C0346,2023-03-01 15:01:00,Roti Tawar,2,2.57
T00092,C0060,2023-01-25 07:56:00,Croissant,3,4.82
T00092,C0060,2023-01-25 07:56:00,Roti Sobek,2,4.81
T00092,C0060,2023-01-25 07:56:00,Pie Buah,3,3.56
T00092,C0060,2023-01-25 07:56:00,Cupcake,2,2.04
T00092,C0060,2023-01-25 07:56:00,Bagel,2,3.79
T00093,C0316,2023-04-15 08:02:00,Donat,2,4.83
T00093,C0316,2023-04-15 08:02:00,Pie Buah,3,1.85
T00093,C0316,2023-04-15 08:02:00,Brownies,3,2.79
T00094,C0184,2023-01-16 12:17:00,Roti Gandum,1,1.82
T00094,C0184,2023-01-16 12:17:00,Pie Buah,3,3.75
T00095,C0498,2023-01-06 01:50:00,Donat,3,1.74
T00095,C0498,2023-01-06 01:50:00,Croissant,1,2.23
T00095,C0498,2023-01-06 01:50:00,Cupcake,1,4.35
T00096,C0169,2023-02-07 19:00:00,Croissant,1,4.29
T00096,C0169,2023-02-07 19:00:00,Cupcake,1,3.81
T00096,C0169,2023-02-07 19:00:00,Muffin,2,1.96
T00097,C0405,2023-03-02 18:20:00,Croissant,1,2.43
T00098,C0380,2023-04-18 16:07:00,Pie Buah,2,3.07
T00099,C0263,2023-06-01 03:28:00,Donat,1,4.87
T00099,C0263,2023-06-01 03:28:00,Roti Tawar,2,5.0
T00099,C0263,2023-06-01 03:28:00,Muffin,1,2.99
T00099,C0263,2023-06-01 03:28:00,Cupcake,2,3.22
T00099,C0263,2023-06-01 03:28:00,Bagel,1,1.76
T00100,C0165,2023-06-05 04:04:00,Muffin,2,3.99
T00100,C0165,2023-06-05 04:04:00,Brownies,3,4.98
T00101,C0151,2023-04-27 16:38:00,Roti Gandum,1,3.08
T00101,C0151,2023-04-27 16:38:00,Cupcake,2,2.95
T00101,C0151,2023-04-27 16:38:00,Donat,3,2.9
T00101,C0151,2023-04-27 16:38:00,Pie Buah,2,1.83
T00102,C0161,2023-06-20 08:23:00,Pie Buah,1,1.82
T00102,C0161,2023-06-20 08:23:00,Roti Gandum,1,1.83
T00103,C0382,2023-04-06 04:35:00,Cupcake,3,4.85
T00104,C0169,2023-06-21 03:26:00,Roti Sobek,2,3.6
T00104,C0169,2023-06-21 03:26:00,Roti Tawar,3,1.86
T00104,C0169,2023-06-21 03:26:00,Muffin,3,2.24
T00105,C0247,2023-02-27 03:22:00,Bagel,3,4.33
T00105,C0247,2023-02-27 03:22:00,Roti Gandum,3,4.91
T00105,C0247,2023-02-27 03:22:00,Muffin,3,3.65
T00105,C0247,2023-02-27 03:22:00,Pie Buah,3,3.45
T00105,C0247,2023-02-27 03:22:00,Brownies,3,4.75
T00106,C0137,2023-01-08 05:17:00,Bagel,1,2.13
T00106,C0137,2023-01-08 05:17:00,Cupcake,2,3.48
T00106,C0137,2023-01-08 05:17:00,Roti Tawar,3,1.74
T00107,C0325,2023-01-08 02:47:00,Donat,2,2.05
T00107,C0325,2023-01-08 02:47:00,Roti Sobek,3,4.03
T00107,C0325,2023-01-08 02:47:00,Brownies,1,3.59
T00107,C0325,2023-01-08 02:47:00,Cupcake,3,2.04
T00107,C0325,2023-01-08 02:47:00,Croissant,1,1.67
T00108,C0140,2023-04-24 21:27:00,Cupcake,3,2.25
T00108,C0140,2023-04-24 21:27:00,Pie Buah,2,1.9
T00108,C0140,2023-04-24 21:27:00,Roti Sobek,3,1.89
T00108,C0140,2023-04-24 21:27:00,Croissant,2,3.87
T00109,C0270,2023-06-20 09:02:00,Roti Sobek,2,1.53
T00109,C0270,2023-06-20 09:02:00,Roti Tawar,1,4.81
T00110,C0392,2023-03-07 09:20:00,Roti Tawar,2,3.24
T00111,C0090,2023-02-03 12:34:00,Brownies,2,4.42
T00111,C0090,2023-02-03 12:34:00,Cupcake,3,1.75
T00112,C0022,2023-04-22 00:29:00,Bagel,3,3.52
T00113,C0208,2023-06-13 13:18:00,Roti Sobek,2,1.57
T00114,C0088,2023-06-08 14:53:00,Roti Gandum,3,2.35
T00114,C0088,2023-06-08 14:53:00,Roti Sobek,1,2.9
T00114,C0088,2023-06-08 14:53:00,Cupcake,2,2.89
T00115,C0382,2023-03-28 07:21:00,Roti Gandum,3,3.72
T00115,C0382,2023-03-28 07:21:00,Brownies,2,3.28
T00116,C0180,2023-06-15 04:15:00,Croissant,1,2.4
T00117,C0309,2023-02-09 20:04:00,Pie Buah,3,4.14
T00117,C0309,2023-02-09 20:04:00,Cupcake,3,3.07
T00118,C0330,2023-06-12 19:20:00,Croissant,3,3.14
T00118,C0330,2023-06-12 19:20:00,Pie Buah,2,2.56
T00118,C0330,2023-06-12 19:20:00,Roti Gandum,2,3.57
T00119,C0260,2023-01-19 09:29:00,Roti Tawar,3,2.5
T00119,C0260,2023-01-19 09:29:00,Cupcake,1,4.52
T00119,C0260,2023-01-19 09:29:00,Bagel,3,3.65
T00119,C0260,2023-01-19 09:29:00,Roti Sobek,3,2.85
T00120,C0284,2023-01-11 14:58:00,Donat,2,4.85
T00120,C0284,2023-01-11 14:58:00,Bagel,2,1.86
T00120,C0284,2023-01-11 14:58:00,Pie Buah,1,4.94
T00120,C0284,2023-01-11 14:58:00,Muffin,1,3.27
T00120,C0284,2023-01-11 14:58:00,Roti Gandum,3,1.64
T00121,C0225,2023-04-23 16:33:00,Croissant,2,2.93
T00121,C0225,2023-04-23 16:33:00,Bagel,1,3.88
T00121,C0225,2023-04-23 16:33:00,Brownies,3,4.26
T00121,C0225,2023-04-23 16:33:00,Cupcake,2,2.67
T00121,C0225,2023-04-23 16:33:00,Donat,3,1.83
T00122,C0198,2023-03-14 08:46:00,Croissant,2,1.99
T00122,C0198,2023-03-14 08:46:00,Bagel,3,2.59
T00122,C0198,2023-03-14 08:46:00,Roti Gandum,2,3.94
T00122,C0198,2023-03-14 08:46:00,Muffin,3,1.95
T00122,C0198,2023-03-14 08:46:00,Brownies,2,4.78
T00123,C0287,2023-04-07 20:50:00,Croissant,2,3.76
T00123,C0287,2023-04-07 20:50:00,Brownies,1,3.28
T00123,C0287,2023-04-07 20:50:00,Roti Gandum,1,2.77
T00124,C0487,2023-02-24 10:49:00,Donat,1,1.77
T00124,C0487,2023-02-24 10:49:00,Cupcake,3,3.28
T00124,C0487,2023-02-24 10:49:00,Croissant,3,4.42
T00124,C0487,2023-02-24 10:49:00,Roti Gandum,2,1.63
T00125,C0449,2023-06-08 04:38:00,Croissant,3,3.92
T00125,C0449,2023-06-08 04:38:00,Cupcake,1,4.33
T00125,C0449,2023-06-08 04:38:00,Brownies,1,4.02
T00125,C0449,2023-06-08 04:38:00,Roti Sobek,3,2.94
T00126,C0369,2023-03-02 14:39:00,Pie Buah,2,2.58
T00126,C0369,2023-03-02 14:39:00,Donat,1,4.66
T00126,C0369,2023-03-02 14:39:00,Brownies,3,2.79
T00127,C0226,2023-04-29 09:49:00,Brownies,3,4.36
T00127,C0226,2023-04-29 09:49:00,Cupcake,2,1.98
T00127,C0226,2023-04-29 09:49:00,Roti Sobek,2,1.68
T00127,C0226,2023-04-29 09:49:00,Roti Gandum,3,4.56
T00128,C0479,2023-01-27 22:54:00,Roti Gandum,3,2.45
T00128,C0479,2023-01-27 22:54:00,Muffin,2,2.02
T00128,C0479,2023-01-27 22:54:00,Cupcake,1,1.82
T00128,C0479,2023-01-27 22:54:00,Roti Sobek,2,4.36
T00128,C0479,2023-01-27 22:54:00,Pie Buah,2,4.76
T00129,C0028,2023-04-12 16:23:00,Roti Sobek,1,2.81
T00129,C0028,2023-04-12 16:23:00,Roti Gandum,1,2.62
T00130,C0430,2023-06-16 10:50:00,Croissant,2,2.5
T00130,C0430,2023-06-16 10:50:00,Roti Tawar,1,3.94
T00131,C0389,2023-06-30 15:28:00,Roti Tawar,3,4.42
T00131,C0389,2023-06-30 15:28:00,Roti Gandum,3,4.79
T00131,C0389,2023-06-30 15:28:00,Cupcake,1,3.35
T00131,C0389,2023-06-30 15:28:00,Croissant,1,4.22
T00131,C0389,2023-06-30 15:28:00,Brownies,1,2.55
T00132,C0123,2023-04-18 20:50:00,Pie Buah,1,3.59
T00132,C0123,2023-04-18 20:50:00,Roti Gandum,3,3.71
T00132,C0123,2023-04-18 20:50:00,Brownies,1,2.35
T00132,C0123,2023-04-18 20:50:00,Roti Sobek,1,2.52
T00132,C0123,2023-04-18 20:50:00,Donat,1,3.65
T00133,C0293,2023-04-17 05:42:00,Brownies,1,4.91
T00134,C0489,2023-05-15 17:32:00,Brownies,2,1.65
T00134,C0489,2023-05-15 17:32:00,Roti Tawar,2,4.93
T00134,C0489,2023-05-15 17:32:00,Roti Sobek,2,4.12
T00134,C0489,2023-05-15 17:32:00,Pie Buah,2,4.26
T00134,C0489,2023-05-15 17:32:00,Donat,3,2.34
T00135,C0322,2023-01-27 18:47:00,Croissant,3,3.41
T00135,C0322,2023-01-27 18:47:00,Roti Tawar,3,2.11
T00135,C0322,2023-01-27 18:47:00,Bagel,3,3.13
T00136,C0246,2023-06-11 05:51:00,Roti Gandum,1,1.63
T00136,C0246,2023-06-11 05:51:00,Pie Buah,1,1.65
T00137,C0454,2023-01-11 10:59:00,Brownies,3,2.39
T00137,C0454,2023-01-11 10:59:00,Roti Sobek,2,2.17
T00137,C0454,2023-01-11 10:59:00,Pie Buah,1,4.52
T00138,C0444,2023-06-17 10:17:00,Bagel,2,3.03
T00139,C0381,2023-04-23 12:21:00,Pie Buah,3,2.79
T00139,C0381,2023-04-23 12:21:00,Cupcake,1,2.43
T00140,C0373,2023-04-19 02:27:00,Croissant,3,1.78
T00140,C0373,2023-04-19 02:27:00,Brownies,2,2.53
T00140,C0373,2023-04-19 02:27:00,Muffin,2,3.61
T00140,C0373,2023-04-19 02:27:00,Cupcake,2,2.08
T00140,C0373,2023-04-19 02:27:00,Roti Tawar,1,2.73
